               epoch,       train/box_loss,       train/obj_loss,       train/cls_loss,    metrics/precision,       metrics/recall,      metrics/mAP_0.5, metrics/mAP_0.5:0.95,         val/box_loss,         val/obj_loss,         val/cls_loss,                x/lr0,                x/lr1,                x/lr2, 
                 163            0.040897            0.042228           0.0064271              0.7688              0.9142             0.91229             0.61179            0.034057            0.022937           0.0035513           0.0094297           0.0094297           0.0094297
                 164            0.038925            0.042231           0.0071409             0.80196             0.91486             0.93164             0.62467            0.033968            0.023148           0.0036199           0.0094228           0.0094228           0.0094228
                 165            0.039999            0.041382           0.0069336             0.88244             0.86886             0.93573             0.62792            0.033323            0.023186           0.0037314           0.0094158           0.0094158           0.0094158
                 166            0.037081            0.040079           0.0064456             0.89577             0.86063             0.93865             0.63545            0.032227            0.022906           0.0037482           0.0094088           0.0094088           0.0094088
                 167            0.037551            0.044364            0.007068             0.85556             0.90529             0.94181             0.62696            0.032189            0.022843           0.0037415           0.0094018           0.0094018           0.0094018
                 168            0.037338             0.04541           0.0070042             0.87011             0.89307             0.93476             0.61997            0.032318            0.022951           0.0036807           0.0093948           0.0093948           0.0093948
                 169            0.037523            0.043673           0.0062847              0.8835             0.88913             0.94057             0.62478            0.032904            0.022936           0.0036215           0.0093877           0.0093877           0.0093877
                 170            0.038277            0.042119           0.0067814             0.85773             0.90888              0.9444             0.64058            0.032173            0.022814           0.0035609           0.0093805           0.0093805           0.0093805
                 171            0.037385            0.040962           0.0067303             0.89533             0.86512             0.93263             0.64067            0.031758            0.022738           0.0035025           0.0093733           0.0093733           0.0093733
                 172            0.038923            0.038659           0.0064589             0.89606             0.85867             0.92575             0.62456            0.032798            0.022681           0.0035305           0.0093661           0.0093661           0.0093661
                 173            0.038445            0.044405           0.0068912             0.93512             0.83803             0.93649             0.64774            0.031729            0.022538           0.0036344           0.0093589           0.0093589           0.0093589
                 174            0.037298            0.040367           0.0071186             0.89426             0.87792             0.93993             0.64935            0.032276            0.022616            0.003621           0.0093516           0.0093516           0.0093516
                 175            0.036628              0.0405           0.0059651             0.87088             0.87402             0.93705              0.6506            0.031408            0.022393            0.003483           0.0093442           0.0093442           0.0093442
                 176             0.03898            0.037717           0.0065896             0.87708             0.89952             0.94248              0.6177            0.035707            0.022998           0.0034245           0.0093369           0.0093369           0.0093369
                 177            0.038888            0.041448           0.0062998             0.92598             0.86721             0.94594             0.63798            0.032867            0.022729           0.0033588           0.0093295           0.0093295           0.0093295
                 178            0.036752            0.037965           0.0059168             0.88478             0.91029             0.94939             0.65328            0.031846            0.022451           0.0033715            0.009322            0.009322            0.009322
                 179            0.037133            0.041049           0.0061916             0.87681             0.90782             0.93862             0.64094            0.032238            0.022589           0.0034236           0.0093146           0.0093146           0.0093146
                 180            0.037624            0.039878            0.006405             0.87339             0.90912             0.94132             0.66354            0.030938            0.022717           0.0035311            0.009307            0.009307            0.009307
                 181            0.036938            0.041393           0.0064384             0.92422              0.8519             0.94082              0.6418            0.031765            0.022637           0.0035755           0.0092995           0.0092995           0.0092995
                 182            0.039096            0.042686           0.0055301             0.89466             0.85934             0.92307             0.60854            0.034825            0.022983           0.0035743           0.0092919           0.0092919           0.0092919
                 183            0.039897            0.040022           0.0061657             0.85197             0.92937             0.95144             0.62941            0.033251            0.022868           0.0034898           0.0092843           0.0092843           0.0092843
                 184            0.039708            0.041367           0.0060972             0.91096               0.872             0.94174             0.63847            0.034057            0.022558           0.0034702           0.0092766           0.0092766           0.0092766
                 185            0.038048            0.043067           0.0060478             0.81722             0.93863             0.93914             0.65097            0.031878            0.022082           0.0035668           0.0092689           0.0092689           0.0092689
                 186            0.038868            0.041601           0.0064207             0.91664             0.85544              0.9444             0.65286             0.03285            0.022028           0.0035393           0.0092611           0.0092611           0.0092611
                 187            0.037642            0.036201           0.0058259             0.89408             0.87156             0.94599             0.66698            0.032077            0.022133           0.0035317           0.0092534           0.0092534           0.0092534
                 188             0.03684            0.035886           0.0061286             0.87131             0.87817             0.93605              0.6302            0.033397            0.022278           0.0035707           0.0092455           0.0092455           0.0092455
                 189            0.037529            0.038879           0.0058268              0.8598             0.88977               0.938              0.6409            0.032931            0.022064           0.0035631           0.0092377           0.0092377           0.0092377
                 190             0.03844            0.038487            0.006716             0.88767             0.86276             0.93487             0.63636            0.033414            0.022077           0.0035568           0.0092298           0.0092298           0.0092298
                 191            0.037385            0.039378           0.0058225             0.89702             0.87882             0.94829             0.67049            0.032005            0.022096           0.0035794           0.0092219           0.0092219           0.0092219
                 192            0.036005            0.036806           0.0056574              0.8946             0.87745             0.94544             0.66794            0.031483            0.021996           0.0036088           0.0092139           0.0092139           0.0092139
                 193            0.034734            0.039509           0.0057584             0.91124             0.87703             0.94733             0.66478            0.031202            0.021691           0.0035601           0.0092059           0.0092059           0.0092059
                 194            0.036354            0.034707           0.0065668             0.89965             0.88392             0.94959             0.66027            0.030963            0.021487           0.0034738           0.0091979           0.0091979           0.0091979
                 195            0.039225            0.038868           0.0068285             0.92151             0.87364             0.94866             0.66587            0.032315             0.02192            0.003506           0.0091898           0.0091898           0.0091898
                 196            0.035741            0.037151           0.0055574              0.9268             0.88755             0.95612             0.67944            0.030018            0.021427           0.0034986           0.0091817           0.0091817           0.0091817
                 197            0.036318            0.039658           0.0060327              0.9185             0.89269             0.95459             0.68725            0.029883            0.021493           0.0034923           0.0091735           0.0091735           0.0091735
                 198            0.034728            0.036733           0.0057983             0.91443             0.88539               0.949             0.67573            0.031202            0.021557           0.0034608           0.0091653           0.0091653           0.0091653
                 199            0.036831            0.040297           0.0060619             0.91925             0.86816             0.94596             0.67132            0.032362            0.021946           0.0034527           0.0091571           0.0091571           0.0091571
                 200            0.037222            0.045162           0.0058219             0.85982             0.90269             0.94518             0.66898            0.031659            0.021935           0.0034246           0.0091489           0.0091489           0.0091489
                 201            0.038014            0.038273           0.0060312             0.88015             0.88117             0.94183             0.66232            0.031343            0.021816           0.0033621           0.0091406           0.0091406           0.0091406
                 202             0.03701            0.038888           0.0061594             0.84986             0.88717             0.93815             0.62352             0.03289            0.022158           0.0033227           0.0091322           0.0091322           0.0091322
                 203             0.03747            0.037368           0.0063051             0.83752             0.92233             0.94317             0.65742             0.03235            0.022062           0.0034831           0.0091239           0.0091239           0.0091239
                 204            0.036563            0.038066           0.0062322             0.87973             0.89861             0.94729             0.67197             0.03075            0.021483           0.0035951           0.0091155           0.0091155           0.0091155
                 205            0.037255            0.037519           0.0065949             0.89981             0.90296             0.94393             0.66234             0.03396            0.021587            0.003665           0.0091071           0.0091071           0.0091071
                 206            0.038144            0.036744            0.005479             0.93427             0.89021             0.95157             0.67869            0.031382            0.021246           0.0036434           0.0090986           0.0090986           0.0090986
                 207            0.036068            0.039788           0.0059319             0.92189             0.89276             0.95506             0.68065            0.030412            0.020957           0.0035842           0.0090901           0.0090901           0.0090901
                 208            0.035072            0.035719           0.0055434             0.90952             0.89048             0.95054             0.66346             0.03256             0.02122           0.0035027           0.0090815           0.0090815           0.0090815
                 209             0.03746            0.041812           0.0064014             0.87685             0.89893             0.94583             0.67603            0.030887             0.02097           0.0034588            0.009073            0.009073            0.009073
                 210            0.036835            0.039258           0.0059632             0.85545             0.90753             0.94717             0.68148            0.031058            0.021074           0.0034439           0.0090643           0.0090643           0.0090643
                 211            0.036008             0.03881           0.0059464             0.84538             0.91848             0.94935             0.67405            0.030446            0.021082             0.00338           0.0090557           0.0090557           0.0090557
                 212            0.034451            0.038125           0.0062398             0.87338             0.93051             0.95678             0.69727            0.029708            0.021186           0.0033633            0.009047            0.009047            0.009047
                 213            0.036532            0.043415           0.0062452             0.84798             0.93162             0.95405             0.67147            0.030442            0.021209           0.0033667           0.0090383           0.0090383           0.0090383
                 214            0.035694            0.037684           0.0058565             0.85253             0.93428             0.95733              0.6878            0.029919            0.021011           0.0033109           0.0090295           0.0090295           0.0090295
                 215            0.034113             0.03599           0.0053588             0.84728             0.94357             0.95592             0.68889            0.030328              0.0212           0.0032676           0.0090208           0.0090208           0.0090208
                 216            0.037034             0.03939           0.0057477             0.88084             0.88758             0.94475             0.67575            0.030531            0.021136           0.0032387           0.0090119           0.0090119           0.0090119
                 217            0.033486            0.034452           0.0058106             0.89156             0.89123             0.95304             0.68092            0.030263            0.021255           0.0033112           0.0090031           0.0090031           0.0090031
                 218            0.036507            0.037753            0.005843             0.87773             0.89578             0.95547             0.68324            0.029707             0.02161           0.0033733           0.0089942           0.0089942           0.0089942
                 219            0.035218            0.041038           0.0059866             0.89413             0.87822             0.95355             0.66679            0.031155            0.022178           0.0034694           0.0089853           0.0089853           0.0089853
                 220            0.035621            0.037902           0.0057551             0.90238             0.89731             0.95165             0.69493            0.029087            0.021445           0.0034637           0.0089763           0.0089763           0.0089763
                 221            0.036931            0.037181           0.0058981             0.90681             0.89003             0.94532             0.68052            0.030307            0.021048            0.003444           0.0089673           0.0089673           0.0089673
                 222            0.035183            0.034448           0.0056375             0.89703             0.91282             0.94858              0.7015            0.029257            0.020606           0.0034161           0.0089583           0.0089583           0.0089583
                 223              0.0351            0.038314           0.0054425               0.898             0.89572             0.94252             0.69707            0.028785            0.020581           0.0034294           0.0089492           0.0089492           0.0089492
                 224            0.035221            0.034776           0.0053953             0.84283              0.9286             0.93414             0.67836            0.029997            0.020889           0.0034265           0.0089401           0.0089401           0.0089401
                 225            0.036212            0.038997           0.0052171             0.84853             0.92726             0.94134              0.6833            0.029853            0.020703           0.0034356            0.008931            0.008931            0.008931
                 226             0.03552            0.036749           0.0057687             0.85813             0.93639             0.94525             0.69942             0.02977            0.020465           0.0034339           0.0089218           0.0089218           0.0089218
                 227            0.035023            0.035361           0.0057487             0.88575             0.91348             0.95143             0.67871            0.030316            0.020734           0.0034262           0.0089126           0.0089126           0.0089126
                 228            0.033702            0.035903            0.005529              0.9201             0.87197             0.95049             0.69422            0.028956            0.020672           0.0034414           0.0089034           0.0089034           0.0089034
                 229            0.033189            0.038983           0.0058189             0.93276             0.87861             0.95193             0.70129            0.029751            0.021043           0.0034145           0.0088941           0.0088941           0.0088941
                 230            0.035066            0.034511           0.0052243             0.91277             0.88819              0.9438              0.6709             0.03238            0.021095            0.003411           0.0088848           0.0088848           0.0088848
                 231            0.034649            0.036264           0.0055772             0.91571             0.88668             0.95534             0.70146            0.028908            0.020517           0.0033601           0.0088755           0.0088755           0.0088755
                 232            0.034897            0.035257           0.0054225             0.89048             0.89921             0.95493             0.67965            0.029902            0.020445           0.0033351           0.0088661           0.0088661           0.0088661
                 233            0.036923             0.03912           0.0055571             0.90897             0.88944             0.94836             0.67803             0.03108            0.020864           0.0033041           0.0088567           0.0088567           0.0088567
                 234            0.035933            0.041291           0.0053357             0.90238             0.89767             0.95356             0.68344            0.029532            0.020542           0.0033145           0.0088473           0.0088473           0.0088473
                 235            0.034695            0.037639             0.00528             0.89849             0.89838             0.95034             0.69215             0.02914            0.020285           0.0033103           0.0088378           0.0088378           0.0088378
                 236            0.035864            0.036445           0.0058079             0.91545             0.88464             0.95828              0.6633            0.031523            0.020284           0.0032769           0.0088283           0.0088283           0.0088283
                 237            0.034248            0.032161           0.0056969             0.90191              0.8955             0.94947             0.68717            0.030182            0.020217           0.0032612           0.0088188           0.0088188           0.0088188
                 238            0.034193            0.038055           0.0054131             0.90004             0.90266             0.95106             0.70628            0.029095            0.020265           0.0032302           0.0088092           0.0088092           0.0088092
                 239            0.035034            0.039414           0.0054245             0.86559             0.93695             0.95488             0.70199            0.029156            0.020405            0.003253           0.0087996           0.0087996           0.0087996
                 240            0.034161            0.036116           0.0054963             0.88163             0.93946             0.95886             0.69808            0.029535            0.020414           0.0032573             0.00879             0.00879             0.00879
                 241            0.033398            0.034021           0.0060635             0.87676             0.93877             0.95862             0.69689            0.028391            0.020258           0.0032597           0.0087804           0.0087804           0.0087804
                 242            0.035478            0.038029           0.0059086             0.89381             0.94356             0.96227             0.69459            0.029258            0.020258           0.0032716           0.0087707           0.0087707           0.0087707
                 243            0.036683             0.03705           0.0052085             0.90791             0.89584             0.95103             0.68581            0.030316            0.020314           0.0032941           0.0087609           0.0087609           0.0087609
                 244            0.035456            0.039398           0.0056536             0.89391             0.90905             0.95313             0.69099            0.029235             0.02024            0.003323           0.0087512           0.0087512           0.0087512
                 245            0.034085            0.034401           0.0056464             0.90238             0.90933             0.95459             0.70754            0.028373            0.020163           0.0033263           0.0087414           0.0087414           0.0087414
                 246             0.03391             0.03495           0.0059076             0.94043             0.88087             0.95016             0.70433            0.029124            0.020366           0.0032846           0.0087316           0.0087316           0.0087316
                 247            0.035638            0.038151           0.0051744             0.91875             0.90782             0.95883             0.71677            0.027868            0.020149           0.0032589           0.0087217           0.0087217           0.0087217
                 248            0.035598            0.037491           0.0053044             0.92182               0.904             0.95076             0.68723            0.030102            0.020301           0.0032446           0.0087118           0.0087118           0.0087118
                 249            0.035791            0.041509           0.0051786             0.91717              0.9021             0.94971             0.70092            0.028176            0.020081           0.0032674           0.0087019           0.0087019           0.0087019
                 250            0.033817            0.037118           0.0056755             0.92949              0.8768             0.95281             0.71394            0.027711            0.020004           0.0033039            0.008692            0.008692            0.008692
                 251             0.03401            0.034535            0.005242             0.91343             0.88608             0.95849             0.71328            0.027755            0.019786           0.0033036            0.008682            0.008682            0.008682
                 252            0.031711            0.038543           0.0053743             0.92492             0.89593             0.96074             0.72212            0.027214            0.019728           0.0032296            0.008672            0.008672            0.008672
                 253            0.034166            0.038609           0.0051313             0.93359             0.89032             0.95756             0.71339            0.028416            0.019765           0.0031801           0.0086619           0.0086619           0.0086619
                 254            0.036357            0.034211           0.0051711             0.87355             0.94198             0.95866             0.68591            0.031317            0.020337           0.0031674           0.0086519           0.0086519           0.0086519
                 255             0.03789            0.038858           0.0055175             0.88396             0.94375              0.9596             0.71419            0.029523            0.020232           0.0032159           0.0086417           0.0086417           0.0086417
                 256            0.035141            0.038919           0.0057202             0.87238             0.95096             0.96321             0.72258            0.028904            0.020081           0.0032825           0.0086316           0.0086316           0.0086316
                 257            0.034984            0.035846           0.0051394             0.93402             0.89905             0.96241             0.70737             0.02957            0.020234           0.0033129           0.0086214           0.0086214           0.0086214
                 258            0.036319            0.037636           0.0049095             0.91079             0.89433             0.95681             0.69855             0.03041            0.020281           0.0033282           0.0086112           0.0086112           0.0086112
                 259            0.035495            0.036731           0.0055979             0.91809             0.89186             0.94844             0.69686            0.029896            0.020326           0.0033555            0.008601            0.008601            0.008601
                 260            0.033593            0.032779            0.004642             0.92433              0.8921             0.95478             0.71269            0.028579            0.020111           0.0033856           0.0085908           0.0085908           0.0085908
                 261            0.034931            0.039487           0.0050258             0.93948             0.88061             0.95638             0.71043            0.028563            0.020035           0.0033481           0.0085805           0.0085805           0.0085805
                 262             0.03401            0.037802           0.0053497             0.93229             0.90477             0.95998             0.71056            0.028256            0.019897            0.003295           0.0085701           0.0085701           0.0085701
                 263            0.033148            0.034587           0.0052232             0.92494             0.92332             0.96477             0.73813            0.027954            0.019889           0.0032607           0.0085598           0.0085598           0.0085598
                 264            0.035956            0.036821           0.0056912             0.91125             0.91567             0.96052             0.70046            0.029151            0.020167            0.003251           0.0085494           0.0085494           0.0085494
                 265            0.034155            0.037958           0.0051224             0.91018             0.92437             0.95975             0.73194            0.027785            0.019683           0.0032337            0.008539            0.008539            0.008539
                 266            0.035654            0.039459           0.0052028             0.91189              0.9111             0.96147             0.69935            0.028608            0.019883           0.0032375           0.0085286           0.0085286           0.0085286
                 267            0.033211            0.036512           0.0050652             0.91443             0.91776             0.96194              0.7001            0.029163            0.020215           0.0032402           0.0085181           0.0085181           0.0085181
                 268            0.032752            0.033283           0.0049415             0.87551             0.95762             0.96624               0.738            0.027303            0.019912           0.0032279           0.0085076           0.0085076           0.0085076
                 269            0.033354             0.03495           0.0052805             0.90498             0.95289             0.96627             0.71734            0.028156            0.019904           0.0032121           0.0084971           0.0084971           0.0084971
                 270            0.035629            0.034691           0.0052551             0.89164             0.93889             0.96173             0.71231             0.02875            0.019847           0.0032132           0.0084865           0.0084865           0.0084865
                 271            0.034474             0.03868           0.0053973             0.87404             0.94198             0.96106             0.71293            0.027826             0.01961           0.0032303           0.0084759           0.0084759           0.0084759
                 272             0.03325            0.036144           0.0054926             0.87775             0.94629             0.96168             0.71573            0.027266            0.019346           0.0032064           0.0084653           0.0084653           0.0084653
                 273            0.031372            0.033002           0.0054645             0.86501             0.94526             0.95492             0.70645            0.027253            0.019135           0.0031917           0.0084546           0.0084546           0.0084546
                 274             0.03133            0.035421           0.0051309             0.86632             0.94976             0.96127             0.71573            0.027386            0.018998            0.003186            0.008444            0.008444            0.008444
                 275            0.032068            0.033719           0.0052042             0.87437             0.94486             0.95856             0.72112            0.027007            0.019014           0.0031675           0.0084333           0.0084333           0.0084333
                 276            0.034416            0.035395           0.0055034             0.87618             0.93624             0.95334             0.68051            0.030627            0.019455           0.0030695           0.0084225           0.0084225           0.0084225
                 277            0.035959             0.03622           0.0055604             0.87894             0.94107             0.95517             0.70006            0.028486            0.019247           0.0030323           0.0084118           0.0084118           0.0084118
                 278            0.034695            0.036474           0.0052833             0.95547             0.87627             0.95206             0.71027            0.029391            0.019465           0.0030604            0.008401            0.008401            0.008401
                 279            0.033901             0.03851           0.0045204             0.93369             0.89989             0.95938             0.71982             0.02913             0.01955            0.003103           0.0083901           0.0083901           0.0083901
                 280            0.034051            0.033582           0.0049907             0.95058             0.89662             0.95875             0.69482            0.028544            0.019414           0.0031177           0.0083793           0.0083793           0.0083793
                 281            0.033698            0.036202           0.0051242             0.94702             0.89702             0.96314             0.71813            0.028043            0.019334            0.003134           0.0083684           0.0083684           0.0083684
                 282            0.033766            0.034361           0.0053028             0.89312             0.93912             0.95764             0.73312            0.026824            0.019139           0.0031289           0.0083575           0.0083575           0.0083575
                 283            0.031892            0.036644           0.0053283             0.92912             0.92755             0.95987             0.72429            0.026809            0.019375           0.0031275           0.0083466           0.0083466           0.0083466
                 284            0.031665            0.034957           0.0050957             0.92668             0.92535              0.9561             0.71434             0.02698            0.019383           0.0030893           0.0083356           0.0083356           0.0083356
                 285            0.031964             0.03493           0.0052121              0.9284             0.92334             0.96022             0.70113            0.028612            0.019895           0.0030366           0.0083246           0.0083246           0.0083246
                 286            0.033366            0.034801           0.0053438             0.91297             0.92327             0.95904              0.7283            0.027546            0.019493            0.003012           0.0083136           0.0083136           0.0083136
                 287            0.033497            0.034388           0.0050816             0.93757             0.91248             0.96145             0.72757            0.026448            0.019227           0.0029996           0.0083025           0.0083025           0.0083025
                 288            0.032741             0.03883           0.0050533             0.92784             0.91235             0.96042             0.72702            0.026891            0.019167           0.0029979           0.0082915           0.0082915           0.0082915
                 289            0.033529             0.03786           0.0049107             0.94332             0.89667             0.95754             0.71923            0.027226            0.019297             0.00303           0.0082804           0.0082804           0.0082804
                 290            0.034328            0.034241           0.0056096             0.93803             0.90021             0.95823             0.71757            0.026771            0.019367           0.0030679           0.0082692           0.0082692           0.0082692
                 291            0.032439            0.035216           0.0052639             0.91314             0.90682             0.95691             0.71938             0.02728            0.019221           0.0030846           0.0082581           0.0082581           0.0082581
                 292            0.032408             0.03368           0.0053916             0.91782               0.909             0.95519             0.72013            0.026662            0.018973           0.0030755           0.0082469           0.0082469           0.0082469
                 293            0.031819            0.037308           0.0050338             0.91267             0.91417             0.95466             0.72714            0.026508            0.018842           0.0030406           0.0082357           0.0082357           0.0082357
                 294            0.032013            0.035627           0.0049361             0.90163             0.91986             0.95699             0.72848            0.025989            0.018638           0.0030203           0.0082244           0.0082244           0.0082244
                 295            0.032658            0.035651           0.0049951             0.90148             0.92165              0.9548              0.7315             0.02617            0.018618           0.0030153           0.0082132           0.0082132           0.0082132
                 296            0.033238              0.0365           0.0048611             0.91074             0.91385             0.95586             0.70192            0.027789            0.018771           0.0030171           0.0082019           0.0082019           0.0082019
                 297             0.03321            0.034008           0.0055702             0.90245              0.9188             0.95482             0.72959            0.027236            0.018751           0.0030479           0.0081906           0.0081906           0.0081906
                 298             0.03343            0.036252           0.0051806             0.90664             0.92139             0.95712             0.72991             0.02669            0.018701           0.0030678           0.0081792           0.0081792           0.0081792
                 299            0.034469            0.036706           0.0051981             0.90153             0.91453             0.95552             0.71645            0.027756            0.018965           0.0030993           0.0081679           0.0081679           0.0081679
                 300            0.033817            0.037063           0.0045177             0.89782             0.91505             0.96121             0.71815            0.027167            0.018851           0.0031416           0.0081565           0.0081565           0.0081565
                 301            0.032963            0.033363           0.0055151             0.90907             0.93595             0.95844             0.72951            0.026073            0.018828            0.003175            0.008145            0.008145            0.008145
                 302            0.030643            0.033454           0.0053437             0.89832             0.95045             0.96767             0.72379             0.02635            0.019037           0.0031608           0.0081336           0.0081336           0.0081336
                 303            0.032377            0.035219           0.0054078              0.8819              0.9527              0.9668             0.73442            0.026656             0.01903           0.0031273           0.0081221           0.0081221           0.0081221
                 304            0.032418            0.033205           0.0047448             0.88074             0.94789             0.96548             0.73042            0.025812            0.019023            0.003102           0.0081106           0.0081106           0.0081106
                 305            0.032926            0.037134           0.0051295              0.9457             0.90834              0.9669             0.73057            0.025991            0.019052           0.0030439           0.0080991           0.0080991           0.0080991
                 306            0.031369            0.037619           0.0047574             0.94854             0.90376             0.96697             0.73225            0.026232            0.019116           0.0030108           0.0080875           0.0080875           0.0080875
                 307            0.032252            0.036932           0.0047917             0.93601             0.90769             0.96214             0.72612            0.026916            0.018849           0.0030191           0.0080759           0.0080759           0.0080759
                 308             0.03282            0.035171           0.0045114             0.88457             0.93092             0.95985             0.69831            0.027994             0.01917           0.0030452           0.0080643           0.0080643           0.0080643
                 309            0.031797            0.034558           0.0057986             0.91725             0.92764             0.96417             0.72106            0.026126            0.018736           0.0030738           0.0080527           0.0080527           0.0080527
                 310            0.032648            0.036829           0.0049576             0.92296             0.92816             0.96332             0.73316            0.025849            0.018721           0.0030743           0.0080411           0.0080411           0.0080411
                 311            0.034559            0.043736           0.0052395              0.9313             0.93043             0.96482             0.73311            0.026363            0.018714           0.0030621           0.0080294           0.0080294           0.0080294
                 312            0.032294            0.033574           0.0045887             0.93709             0.92689             0.96745             0.74762             0.02604            0.018701           0.0030578           0.0080177           0.0080177           0.0080177
                 313            0.032392            0.033467           0.0045723             0.92426             0.93278             0.96772             0.73781              0.0265            0.018706           0.0030677           0.0080059           0.0080059           0.0080059
                 314            0.031242            0.034734            0.004902             0.90909             0.94413               0.971             0.73768            0.027056            0.018533            0.003086           0.0079942           0.0079942           0.0079942
                 315            0.032238            0.034837           0.0048784             0.89402             0.95672             0.96358             0.74647            0.025939            0.018351           0.0030637           0.0079824           0.0079824           0.0079824
                 316            0.032606            0.032133           0.0050814             0.93237             0.91922             0.95963             0.75435            0.025501             0.01829           0.0030241           0.0079706           0.0079706           0.0079706
                 317             0.03085            0.034231           0.0044761             0.94147             0.91625              0.9598             0.74302            0.025811            0.018415           0.0029747           0.0079588           0.0079588           0.0079588
                 318            0.031606            0.036789           0.0047284             0.93255             0.91072             0.96014             0.73985            0.025967            0.018476           0.0029417           0.0079469           0.0079469           0.0079469
                 319            0.032429            0.034378           0.0050798             0.90928             0.92625             0.96129             0.73354            0.026326             0.01844           0.0029277            0.007935            0.007935            0.007935
                 320             0.03253            0.035692           0.0047532             0.93368             0.91069             0.95881             0.73509            0.026006            0.018392           0.0029102           0.0079231           0.0079231           0.0079231
                 321            0.034186            0.036546           0.0046067             0.93457             0.90191             0.95482             0.69976            0.027786            0.018676           0.0029158           0.0079112           0.0079112           0.0079112
                 322            0.035094            0.032468           0.0050644             0.93379             0.91323             0.95943             0.72429            0.027507            0.018746           0.0029314           0.0078993           0.0078993           0.0078993
                 323            0.031726            0.034607           0.0046155             0.93179             0.90924             0.96002             0.73426            0.026595            0.018737           0.0029398           0.0078873           0.0078873           0.0078873
